Map(399) {
  '0x95A32D9E373a3622C56cfe14c9F4039B5a0eAc51' => 'Gold',
  '0x4a60A526c642ce63cf3Af8ff68b3f5F222611fBe' => 'Gold',
  '0x6C74BE8d04fA2243eCDEc2A28253719d5710bC81' => 'Gold',
  '0xe9bD415d5d543B5d4FE12Ac2Baa52cD9ca026F46' => 'Gold',
  '0xF7dC9A8f66701dcf91808f00d356249b351eF4CF' => 'Gold',
  '0x4b554240D58a9D75326F8031B7087903034E66FC' => 'Gold',
  '0x489eF5FC27e7BbFa4cfa1C8D5eC197dA3D1BAE54' => 'Gold',
  '0xB8b7ea41CFA41eE65623C93cC4f9eb68D80bcA13' => 'Gold',
  '0x0fa11D9d60C102eDF601ee5FA11b84e640541982' => 'Gold',
  '0x9e825De7d9f9876B35A2785f50355CCC59F22541' => 'Gold',
  '0x06f65D4A643940d104EB608BF47B64Ace9e4b60C' => 'Gold',
  '0xb054675aDD7062E2a708bA7C211fb0eC1F56B8fA' => 'Gold',
  '0x8DF5d18F91333F5591E9331b460d5e501C43B4b3' => 'Gold',
  '0x35e939c53B208CCec114c6b92f6d754b023dff4D' => 'Gold',
  '0x138732Bd8109847f5CB02541ECB17d24b1e9ff6E' => 'Gold',
  '0xA3176cdB52Dd85290E72B2c486Cf6149ab38Fd32' => 'Gold',
  '0x6049c0e5C4ef4463dba8B80B6515195F7462C65E' => 'Gold',
  '0x525c62A424c35bBDAFD8830C04e1867b6625Dba1' => 'Gold',
  '0xB3d3C522A44A39DAdf9CBd649cB5F3D85b63F691' => 'Gold',
  '0x329f4435E0F22899b733756c71AA12C1004146B1' => 'Gold',
  '0x4496c474a0768384841EBc0aae87BeAeab7261a6' => 'Gold',
  '0x00A0E299241C264209B52ECE9649Ed577F077853' => 'Gold',
  '0x098beDe5133f6da3D3D8fADc046d26980cc1eC50' => 'Gold',
  '0x415FCE36e2Dc12421F20b93DbaD1dd68bd2F6db6' => 'Gold',
  '0x31b6F2771E2E56aa754B319b7eE8134d9bD66Cc0' => 'Gold',
  '0x108C07764a22DFCfFD08F0EB1a74e12F57002809' => 'Silver',
  '0xFF79Ad62D19066E43B99eEd19f94E11b0E0B5688' => 'Silver',
  '0x542aF4Dda22Ae22BAE41ea32FAFcfB6aF00D8ac5' => 'Silver',
  '0x83F097475C0d5feaAeA43cD42781D4313611A0d9' => 'Silver',
  '0xc4cbf8f4C59570450df297cedD3963b7E1F60652' => 'Silver',
  '0xa1bc9F613297FE6201da0ffe5bF7f086A51CC365' => 'Silver',
  '0x9c04c3186F5471c4E58db47ECFdEeda92C1E8CB2' => 'Silver',
  '0x1279249174eC07a2Cb3f057bDc43414106183d4c' => 'Silver',
  '0x5bFfCD8F4809E29bCAcE4C9c21e0C3b6963eCec1' => 'Silver',
  '0xC846b4532249Ba200a2f40b011aA8A770266baC2' => 'Silver',
  '0xacdD8A3eA69e962CD70c9b32CB4E7184F7863dA1' => 'Silver',
  '0x508f1b6C5eb1e0F9d48795C848d87288BaE13a46' => 'Silver',
  '0x8Cd4CA0AeD6B915B68e75E3D0854a73bB977979C' => 'Silver',
  '0x4326990033eCd87A5444383Cf8c715E696301910' => 'Silver',
  '0x3f4d0a6654c8365B42DcAa8AA92d9034e2A6141f' => 'Silver',
  '0x984683042ddb484e074117DC7C7F367De1d11e98' => 'Silver',
  '0xE7228E5631bFd293288dc8EfD5fc2403E581DE2e' => 'Silver',
  '0xe2F3c30B753F71BDBF1258D6e09FD3D2adF549dB' => 'Silver',
  '0x0De156cB2202C682B41D3fbE8b785238ecF3F647' => 'Silver',
  '0xd164984268bC6e81Ce9a5109C955b96E4edBEE89' => 'Silver',
  '0x9f24Aa4aDC816066D71f0d7362f89c6590Dd8e93' => 'Silver',
  '0xF3551c1d8AC61569E482ABc05EefAE4ccCEF32C1' => 'Silver',
  '0x3e1A12a6019ee26418F22B656926fE38F5e58C5f' => 'Silver',
  '0xd24c941f5Edbe451395544658c0dF6dF056c6aD0' => 'Silver',
  '0x42f7061ee77094E31F5aC69E6F76D8054bB7495F' => 'Bronze',
  '0xba540Bb14101cBd4170DF90408C0B9EC6c86273c' => 'Bronze',
  '0xA7AfC2C6e37D88D6D7464Ee0a48ec540024980DB' => 'Bronze',
  '0xBA1Cad8e212e79cD1B4298abe09EB6b44384fFA2' => 'Bronze',
  '0xe4126Fd057ab2fC08B6cE2621De4C3bc56464101' => 'Bronze',
  '0xb4e8865edE93E5b36CA856788C7C9D7Ad4Fe409D' => 'Bronze',
  '0x6Ab26A36E97a4D25E7256162c4E5A633b0E65e34' => 'Bronze',
  '0x98a7102f7D63942228989ecEE116ee5FAbdA0B9D' => 'Bronze',
  '0x8328924fd5b47Dac53931BdC1bafDdA391f019E1' => 'Bronze'
}
